title,year,budget,gross,country,imdb_score,facebook_likes
Animal House,1978,3000000,141600000,USA,7.6,0
House of Flying Daggers,2004,100000000,11041228,China,7.6,0
Batman,1989,35000000,251188924,USA,7.6,12000
The Hours,2002,25000000,41597830,USA,7.6,0
A Single Man,2009,7000000,9166863,USA,7.6,16000
The Hurt Locker,2008,15000000,15700000,USA,7.6,16000
Moneyball,2011,50000000,75605492,USA,7.6,27000
Army of Darkness,1992,13000000,11501093,USA,7.6,10000
Radio Days,1987,16000000,14792779,USA,7.6,0
Saint Ralph,2004,6000000,795126,Canada,7.6,989
The Illusionist,2006,16000000,39825798,USA,7.6,15000
Instructions Not Included,2013,5000000,44456509,Mexico,7.6,14000
"It's a Mad, Mad, Mad, Mad World",1963,9400000,46300000,USA,7.6,0
The Reader,2008,32000000,34180954,USA,7.6,15000
The Royal Tenenbaums,2001,21000000,52353636,USA,7.6,0
Escape from Alcatraz,1979,8000000,36500000,USA,7.6,0
Star Trek: First Contact,1996,45000000,92001027,USA,7.6,3000
A Few Good Men,1992,40000000,141340178,USA,7.6,0
28 Days Later...,2002,8000000,45063889,UK,7.6,11000
Collateral,2004,65000000,100003492,USA,7.6,0
The Illusionist,2006,16000000,39825798,USA,7.6,15000
House of Sand and Fog,2003,15000000,13005485,USA,7.6,0
Traffic,2000,48000000,124107476,USA,7.6,0
Lone Star,1996,5000000,13269963,USA,7.6,0
All or Nothing,2002,9000000,112935,UK,7.6,484
127 Hours,2010,18000000,18329466,USA,7.6,63000
Headhunters,2011,30300000,1196752,Norway,7.6,23000
Apollo 13,1995,62000000,172071312,USA,7.6,5000
The Great Debaters,2007,15000000,30226144,USA,7.6,0
The Hunt for Red October,1990,30000000,122012643,USA,7.6,0
Les Misérables,2012,61000000,148775460,USA,7.6,144000
Milk,2008,20000000,31838002,USA,7.6,10000
Lone Survivor,2013,40000000,125069696,USA,7.6,58000
Secondhand Lions,2003,30000000,41407470,USA,7.6,0
Sicario,2015,30000000,46875468,USA,7.6,59000
Leaving Las Vegas,1995,3600000,31968347,USA,7.6,0
Whale Rider,2002,6000000,20772796,New Zealand,7.6,0
Indiana Jones and the Temple of Doom,1984,28000000,179870271,USA,7.6,0
High Fidelity,2000,20000000,27277055,UK,7.6,10000
Thank You for Smoking,2005,6500000,24792061,USA,7.6,0
Lord of War,2005,50000000,24127895,USA,7.6,10000
The Book Thief,2013,19000000,21483154,USA,7.6,53000
The Kite Runner,2007,20000000,15797907,USA,7.6,0
American Psycho,2000,7000000,15047419,USA,7.6,18000
Blow,2001,30000000,52937130,USA,7.6,13000
Philomena,2013,12000000,37707719,UK,7.6,37000
The Fisher King,1991,24000000,41895491,USA,7.6,12000
Boys Don't Cry,1999,2000000,11533945,USA,7.6,0
Mad Max 2: The Road Warrior,1981,2000000,9003011,Australia,7.6,0
Harry Potter and the Goblet of Fire,2005,150000000,289994397,UK,7.6,0
The Raid: Redemption,2011,1100000,4105123,Indonesia,7.6,51000
Smiling Fish & Goat on Fire,1999,40000,277233,USA,7.6,0
Beyond the Mat,1999,500000,2047570,USA,7.6,491
Enemy at the Gates,2001,68000000,51396781,USA,7.6,0
Garden State,2004,2500000,26781723,USA,7.6,0
Fury,2014,68000000,85707116,USA,7.6,82000
Frozen,2013,150000000,400736600,USA,7.6,58000
The Hunger Games: Catching Fire,2013,130000000,424645577,USA,7.6,82000
The Flowers of War,2011,94000000,9213,China,7.6,13000
Kung Fu Panda,2008,130000000,215395021,USA,7.6,6000
Elling,2001,15500000,313436,Norway,7.6,0
Dawn of the Planet of the Apes,2014,170000000,208543795,USA,7.6,45000
Fuel,2008,2500000,173783,USA,7.6,588
Die Hard with a Vengeance,1995,90000000,100012500,USA,7.6,0
Rise of the Planet of the Apes,2011,93000000,176740650,USA,7.6,47000
Ayurveda: Art of Being,2001,300000,16892,India,7.6,379
My Life Without Me,2003,2000000,395592,Spain,7.6,0
The Legend of Drunken Master,1994,2000000,11546543,Hong Kong,7.6,0
Antarctica: A Year on Ice,2013,1000000,287761,New Zealand,7.6,0
Star Wars: Episode III - Revenge of the Sith,2005,113000000,380262555,USA,7.6,10000
As It Is in Heaven,2004,25000000,9910,Sweden,7.6,0
Munich,2005,70000000,47379090,France,7.6,0
Sherlock Holmes,2009,90000000,209019489,USA,7.6,20000
Fahrenheit 9/11,2004,6000000,119078393,USA,7.5,0
From Russia with Love,1963,2000000,24800000,UK,7.5,0
American Graffiti,1973,777000,115000000,USA,7.5,0
Cry Freedom,1987,29000000,5899797,UK,7.5,0
Miracle,2004,28000000,64371181,USA,7.5,0
Call + Response,2008,200000,215185,USA,7.5,26
Jackie Brown,1997,12000000,39647595,USA,7.5,0
Welcome to the Dollhouse,1995,800000,4771000,USA,7.5,0
The Painted Veil,2006,19400000,8047690,China,7.5,0
The Texas Chain Saw Massacre,1974,83532,30859000,USA,7.5,0
Equilibrium,2002,20000000,1190018,USA,7.5,20000
Hugo,2011,170000000,73820094,USA,7.5,42000
Scott Pilgrim vs. the World,2010,60000000,31494270,USA,7.5,36000
The Orphanage,2007,3400000,7159147,Spain,7.5,11000
"Synecdoche, New York",2008,21000000,3081925,USA,7.5,13000
Total Recall,1990,65000000,119412921,USA,7.5,0
The Aviator,2004,110000000,102608827,USA,7.5,0
We Need to Talk About Kevin,2011,7000000,1738692,UK,7.5,38000
Roger & Me,1989,160000,6706368,USA,7.5,667
Rabbit-Proof Fence,2002,6000000,6165429,Australia,7.5,0
Bullets Over Broadway,1994,20000000,13383737,USA,7.5,979
Fruitvale Station,2013,900000,16097842,USA,7.5,17000
Burn,2012,225000,111300,USA,7.5,801
In the Bedroom,2001,1700000,35918429,USA,7.5,951
Rudderless,2014,5000000,37440,USA,7.5,0
Legends of the Fall,1994,30000000,66528842,USA,7.5,11000
A Nightmare on Elm Street,1984,1800000,26505000,USA,7.5,10000
A History of Violence,2005,32000000,31493782,USA,7.5,0
Source Code,2011,32000000,54696902,USA,7.5,56000
Home Alone,1990,18000000,285761243,USA,7.5,20000
A Simple Plan,1998,17000000,16311763,UK,7.5,0
Metropolitan,1990,225000,2938208,USA,7.5,865
Beetlejuice,1988,15000000,73326666,USA,7.5,15000
The Curse of the Were-Rabbit,2005,30000000,56068547,UK,7.5,0
Southpaw,2015,30000000,52418902,USA,7.5,44000
Sideways,2004,12000000,71502303,USA,7.5,0
Three Burials,2005,15000000,5023275,France,7.5,0
Harry Potter and the Sorcerer's Stone,2001,125000000,317557891,UK,7.5,16000
The Devil's Advocate,1997,57000000,60984028,USA,7.5,11000
A Nightmare on Elm Street,1984,1800000,26505000,USA,7.5,10000
The Ice Storm,1997,18000000,7837632,USA,7.5,0
Sarah's Key,2010,10000000,7691700,France,7.5,0
Life as a House,2001,18000000,15561627,USA,7.5,0
X-Men 2,2003,110000000,214948780,Canada,7.5,0
Harry Potter and the Order of the Phoenix,2007,150000000,292000866,UK,7.5,0
Best in Show,2000,6000000,18621249,USA,7.5,0
Sherlock Holmes: A Game of Shadows,2011,125000000,186830669,USA,7.5,39000
Saving Mr. Banks,2013,35000000,83299761,USA,7.5,39000
2046,2004,12000000,261481,Hong Kong,7.5,0
Perfume: The Story of a Murderer,2006,50000000,2208939,Germany,7.5,26000
Travelers and Magicians,2003,1800000,505295,Australia,7.5,353
The Assassination of Jesse James by the Coward Robert Ford,2007,30000000,3904982,USA,7.5,0
Total Recall,1990,65000000,119412921,USA,7.5,0
Open Range,2003,22000000,58328680,USA,7.5,0
Still Alice,2014,5000000,18656400,USA,7.5,45000
Star Trek Beyond,2016,185000000,130468626,USA,7.5,30000
Menace II Society,1993,3500000,27900000,USA,7.5,0
George Washington,2000,42000,241816,USA,7.5,451
Gods and Monsters,1998,3500000,6390032,USA,7.5,0
The Life of David Gale,2003,50000000,19593740,USA,7.5,0
"Good Night, and Good Luck.",2005,7500000,31501218,USA,7.5,0
Brooklyn,2015,11000000,38317535,UK,7.5,36000
Juno,2007,7500000,143492840,USA,7.5,10000
Gangs of New York,2002,100000000,77679638,USA,7.5,0
42,2013,40000000,95001343,USA,7.5,28000
Bram Stoker's Dracula,1992,40000000,82522790,USA,7.5,14000
Juno,2007,7500000,143492840,USA,7.5,10000
The Conjuring,2013,20000000,137387272,USA,7.5,131000
The Bridges of Madison County,1995,35000000,70960517,USA,7.5,0
August Rush,2007,30000000,31655091,USA,7.5,18000
Elizabeth,1998,25000000,30012990,UK,7.5,0
Freedom Writers,2007,21000000,36581633,Germany,7.5,10000
Sleepers,1996,44000000,53300852,USA,7.5,0
Maria Full of Grace,2004,3000000,6517198,Colombia,7.5,0
Tora! Tora! Tora!,1970,25000000,14500000,Japan,7.5,0
The Hobbit: The Battle of the Five Armies,2014,250000000,255108370,New Zealand,7.5,65000
Cloud Atlas,2012,102000000,27098580,Germany,7.5,124000
Pinocchio,1940,2600000,84300000,USA,7.5,0
The Circle,2000,10000,673780,Iran,7.5,697
Eddie the Eagle,2016,23000000,15785632,UK,7.5,15000
Eddie the Eagle,2016,23000000,15785632,UK,7.5,15000
Selma,2014,20000000,52066000,UK,7.5,22000
Mulan,1998,90000000,120618403,USA,7.5,12000
Madadayo,1993,11900000,48856,Japan,7.5,355
The Texas Chain Saw Massacre,1974,83532,30859000,USA,7.5,0
Buffalo '66,1998,1500000,2365931,USA,7.5,0
Richard III,1995,6000000,2600000,UK,7.5,0
Reign Over Me,2007,20000000,19661987,USA,7.5,0
Trade,2007,12000000,214202,Germany,7.5,0
10 Days in a Madhouse,2015,12000000,14616,USA,7.5,26000
The Constant Gardener,2005,15000000,33565375,UK,7.5,0
Pi,1998,60000,3216970,USA,7.5,24000
Avengers: Age of Ultron,2015,250000000,458991599,USA,7.5,118000
Oliver!,1968,10000000,16800000,UK,7.5,0
Harry Potter and the Half-Blood Prince,2009,250000000,301956980,UK,7.5,10000
Despicable Me 2,2013,76000000,368049635,USA,7.5,56000
Babel,2006,25000000,34300771,France,7.5,0
Doubt,2008,20000000,33422556,USA,7.5,0
My Cousin Vinny,1992,11000000,52929168,USA,7.5,7000
Ant-Man,2015,130000000,180191634,USA,7.4,61000
Clerks II,2006,5000000,24138847,USA,7.4,0
City Island,2009,6000000,6670712,USA,7.4,0
Mud,2012,10000000,21589307,USA,7.4,27000
Osama,2003,46000,1127331,Afghanistan,7.4,0
The Way Way Back,2013,5000000,21501098,USA,7.4,22000
Wonder Boys,2000,55000000,19389454,USA,7.4,0
The Adventures of Tintin,2011,135000000,77564037,USA,7.4,44000
Grosse Pointe Blank,1997,15000000,28014536,USA,7.4,0
K-PAX,2001,48000000,50173190,USA,7.4,0
The Walk,2015,35000000,10137502,USA,7.4,24000
Across the Universe,2007,45000000,24343673,USA,7.4,14000
The Bucket List,2007,45000000,93452056,USA,7.4,22000
Invictus,2009,60000000,37479778,USA,7.4,23000
Begin Again,2013,8000000,16168741,USA,7.4,43000
Journey from the Fall,2006,1592000,638951,USA,7.4,100
"Pink Ribbons, Inc.",2011,1200000,24784,Canada,7.4,5000
National Lampoon's Vacation,1983,15000000,61400000,USA,7.4,0
Love Jones,1997,10000000,12514138,USA,7.4,1000
Ghost World,2001,7000000,6200756,USA,7.4,5000
Dirty Pretty Things,2002,10000000,8111360,UK,7.4,0
Much Ado About Nothing,1993,8000000,22551000,UK,7.4,0
Tootsie,1982,22000000,177200000,USA,7.4,0
Master and Commander: The Far Side of the World,2003,150000000,93926386,USA,7.4,0
Caddyshack,1980,6000000,39800000,USA,7.4,0
Dogma,1999,10000000,30651422,USA,7.4,10000
Capote,2005,7000000,28747570,Canada,7.4,0
Dawn of the Dead,2004,26000000,58885635,USA,7.4,7000
A Walk to Remember,2002,11000000,41227069,USA,7.4,19000
20 Feet from Stardom,2013,1000000,4946250,USA,7.4,14000
Red Cliff,2008,553632000,626809,China,7.4,0
Lars and the Real Girl,2007,12000000,5949693,USA,7.4,19000
Harry Potter and the Chamber of Secrets,2002,100000000,261970615,UK,7.4,0
Wristcutters: A Love Story,2006,1000000,104077,USA,7.4,11000
Witness,1985,12000000,65500000,USA,7.4,0
Mission: Impossible - Ghost Protocol,2011,145000000,209364921,USA,7.4,35000
Law Abiding Citizen,2009,50000000,73343413,USA,7.4,21000
Frida,2002,12000000,25776062,USA,7.4,0
Rounders,1998,12000000,22905674,USA,7.4,0
The Squid and the Whale,2005,1500000,7362100,USA,7.4,0
Zero Dark Thirty,2012,40000000,95720716,USA,7.4,39000
Mean Streets,1973,500000,32645,USA,7.4,0
The Phantom of the Opera,2004,70000000,51225796,UK,7.4,0
Layer Cake,2004,4000000,2338695,UK,7.4,0
Poltergeist,1982,10700000,76600000,USA,7.4,11000
Quills,2000,13500000,7060876,UK,7.4,0
The Judge,2014,50000000,47105085,USA,7.4,47000
Driving Miss Daisy,1989,7500000,106593296,USA,7.4,3000
Manderlay,2005,14200000,74205,Denmark,7.4,1000
Contact,1997,90000000,100853835,USA,7.4,15000
Poltergeist,1982,10700000,76600000,USA,7.4,11000
13 Hours,2016,50000000,52822418,USA,7.4,44000
Inside Llewyn Davis,2013,11000000,13214255,USA,7.4,26000
Man on the Moon,1999,52000000,34580635,UK,7.4,0
A Time to Kill,1996,40000000,108706165,USA,7.4,0
Blue Valentine,2010,3500000,9701559,USA,7.4,25000
Transamerica,2005,1000000,9013113,USA,7.4,0
The English Patient,1996,27000000,78651430,USA,7.4,0
Back to the Future Part III,1990,40000000,87666629,USA,7.4,0
"Crazy, Stupid, Love.",2011,50000000,84244877,USA,7.4,44000
Far from Heaven,2002,13500000,15854988,USA,7.4,0
Hustle & Flow,2005,8000000,22201636,USA,7.4,0
Monsoon Wedding,2001,7000000,13876974,India,7.4,0
Dawn of the Dead,2004,26000000,58885635,USA,7.4,7000
My Sister's Keeper,2009,30000000,49185998,USA,7.4,15000
Mission: Impossible - Rogue Nation,2015,150000000,195000874,China,7.4,47000
"McFarland, USA",2015,17000000,44469602,USA,7.4,21000
Heavenly Creatures,1994,5000000,3049135,New Zealand,7.4,0
Corpse Bride,2005,40000000,53337608,USA,7.4,0
Me and You and Everyone We Know,2005,2000000,3885134,USA,7.4,0
The Next Three Days,2010,35000000,21129348,USA,7.4,27000
I Served the King of England,2006,84450000,617228,Czech Republic,7.4,1000
Take Shelter,2011,5000000,1729969,USA,7.4,14000
The Cure,1997,1000000,94596,Japan,7.4,817
Bound,1996,4500000,3798532,USA,7.4,2000
Swingers,1996,200000,4505922,USA,7.4,0
The Horse Boy,2009,160000,155984,USA,7.4,0
The Baader Meinhof Complex,2008,20000000,476270,Germany,7.4,0
The Proposition,2005,2000000,1900725,Australia,7.4,0
The Simpsons Movie,2007,75000000,183132370,USA,7.4,0
Running Scared,2006,17000000,6855137,Germany,7.4,0
Little Boy,2015,20000000,6420319,Mexico,7.4,15000
Lincoln,2012,65000000,182204440,USA,7.4,71000
A Passage to India,1984,16000000,26400000,UK,7.4,845
Notes on a Scandal,2006,15000000,17508670,UK,7.4,0
Shadowlands,1993,22000000,25842000,UK,7.4,2000
Topsy-Turvy,1999,10000000,6201757,UK,7.4,608
Death at a Funeral,2007,9000000,8579684,USA,7.4,0
Deconstructing Harry,1997,20000000,10569071,USA,7.4,0
A Room with a View,1985,3000000,20966644,UK,7.4,0
A Bridge Too Far,1977,26000000,50800000,USA,7.4,0
Waking Ned Devine,1998,3000000,24788807,UK,7.4,0
X-Men,2000,75000000,157299717,USA,7.4,0
Death at a Funeral,2007,9000000,8579684,USA,7.4,0
Bella,2006,3300000,8108247,USA,7.4,0
Across the Universe,2007,45000000,24343673,USA,7.4,14000
The Rock,1996,75000000,134006721,USA,7.4,51000
Up in the Air,2009,25000000,83813460,USA,7.4,19000
Summer Storm,2004,2700000,95016,Germany,7.4,442
Looper,2012,30000000,66468315,USA,7.4,75000
Wall Street,1987,15000000,43848100,USA,7.4,0
The Express,2008,40000000,9589875,USA,7.3,0
Sunshine,2007,26000000,3675072,UK,7.3,15000
The Land Before Time,1988,12500000,48092846,USA,7.3,5000
This Is It,2009,60000000,71844424,USA,7.3,0
Face/Off,1997,80000000,112225777,USA,7.3,11000
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,1000000,144431,UK,7.3,587
The Hundred-Foot Journey,2014,22000000,54235441,USA,7.3,55000
Talk Radio,1988,4000000,3468572,USA,7.3,816
"Girl, Interrupted",1999,24000000,28871190,USA,7.3,0
Spider-Man,2002,139000000,403706375,USA,7.3,5000
Eve's Bayou,1997,6000000,14821531,USA,7.3,599
X-Men: Apocalypse,2016,178000000,154985087,USA,7.3,54000
Finding Forrester,2000,43000000,51768623,USA,7.3,0
The Infiltrator,2016,25000000,14946229,UK,7.3,0
The Man from U.N.C.L.E.,2015,75000000,45434443,USA,7.3,43000
Flight,2012,31000000,93749203,USA,7.3,64000
Flame and Citron,2008,45000000,145109,Denmark,7.3,0
Punch-Drunk Love,2002,25000000,17791031,USA,7.3,0
Angela's Ashes,1999,25000000,13038660,USA,7.3,0
Go,1999,6500000,16842303,USA,7.3,0
Beverly Hills Cop,1984,14000000,234760500,USA,7.3,0
Anomalisa,2015,8000000,3442820,USA,7.3,0
Another Year,2010,10000000,3205244,UK,7.3,0
The Croods,2013,135000000,187165546,USA,7.3,28000
Monster,2003,4500000,34468224,USA,7.3,0
They Live,1988,4000000,13008928,USA,7.3,27000
Crazy Heart,2009,7000000,39462438,USA,7.3,0
Enemy of the State,1998,90000000,111544445,USA,7.3,0
Precious,2009,10000000,47536959,USA,7.3,12000
Aimee & Jaguar,1999,15000000,927107,Germany,7.3,687
"Paris, je t'aime",2006,13000000,4857376,France,7.3,0
Pale Rider,1985,6900000,41400000,USA,7.3,0
The Widow of Saint-Pierre,2000,100000000,3058380,France,7.3,186
The Hammer,2007,850000,442638,USA,7.3,337
Mr. Holland's Opus,1995,6500000,82528097,USA,7.3,0
Antwone Fisher,2002,12500000,21078145,USA,7.3,0
Frequency,2000,31000000,44983704,USA,7.3,0
Men in Black,1997,90000000,250147615,USA,7.3,0
The Best Exotic Marigold Hotel,2011,10000000,46377022,UK,7.3,48000
The Book of Life,2014,50000000,50150619,USA,7.3,18000
August: Osage County,2013,25000000,37738400,USA,7.3,30000
Now You See Me,2013,75000000,117698894,USA,7.3,105000
The Great Gatsby,2013,105000000,144812796,Australia,7.3,115000
The Emperor's New Groove,2000,100000000,89296573,USA,7.3,0
The Secret Life of Bees,2008,11000000,37766350,USA,7.3,0
Monsters University,2013,200000000,268488329,USA,7.3,44000
In the Company of Men,1997,25000,2856622,Canada,7.3,489
Eight Below,2006,40000000,81593527,USA,7.3,11000
Friday,1995,3500000,27900000,USA,7.3,8000
Frailty,2001,11000000,13103828,USA,7.3,5000
The Talented Mr. Ripley,1999,40000000,81292135,USA,7.3,0
Rise of the Guardians,2012,145000000,103400692,USA,7.3,25000
Dumb & Dumber,1994,16000000,127175354,USA,7.3,0
The Descendants,2011,20000000,82624961,USA,7.3,22000
Woman in Gold,2015,11000000,33305037,UK,7.3,34000
Spider-Man 2,2004,200000000,373377893,USA,7.3,0
Chocolat,2000,25000000,71309760,UK,7.3,18000
American Hustle,2013,40000000,150117807,USA,7.3,63000
Shame,2011,6500000,4000304,UK,7.3,23000
The Bank Job,2008,20000000,30028592,UK,7.3,0
Molière,2007,16000000,634277,France,7.3,815
Seabiscuit,2003,87000000,120147445,USA,7.3,0
From Dusk Till Dawn,1996,19000000,25753840,USA,7.3,12000
Dope,2015,7000000,17474107,USA,7.3,23000
Duma,2005,12000000,860002,USA,7.3,0
Michael Clayton,2007,25000000,49024969,USA,7.3,0
Precious,2009,10000000,47536959,USA,7.3,12000
The Great Gatsby,2013,105000000,144812796,Australia,7.3,115000
An Education,2009,4500000,12574715,UK,7.3,12000
Jerry Maguire,1996,50000000,153620822,USA,7.3,0
The Negotiator,1998,50000000,44484065,Germany,7.3,3000
Dr. No,1962,1100000,16067035,UK,7.3,5000
The Terminal,2004,60000000,77032279,USA,7.3,16000
The Lincoln Lawyer,2011,40000000,57981889,USA,7.3,25000
Super Size Me,2004,65000,11529368,USA,7.3,0
Erin Brockovich,2000,52000000,125548685,USA,7.3,0
Identity,2003,30000000,51475962,USA,7.3,11000
The Hudsucker Proxy,1994,30000000,2869369,UK,7.3,0
The Woman Chaser,1999,1200000,110720,USA,7.3,73
Kung Fu Panda 2,2011,150000000,165230261,USA,7.3,20000
Cube,1997,365000,489220,Canada,7.3,11000
Little Women,1994,15000000,50003300,USA,7.3,0
North Country,2005,35000000,18324242,USA,7.3,0
"The Good, the Bad, the Weird",2008,10000000,128486,South Korea,7.3,0
The Fountain,2006,35000000,10139254,USA,7.3,23000
Songcatcher,2000,1800000,3050934,USA,7.3,0
Big Trouble in Little China,1986,25000000,11100000,USA,7.3,19000
Fantasia 2000,1999,80000000,60507228,USA,7.3,607
Soul Kitchen,2009,4000000,274385,Germany,7.3,0
The Guard,2011,6000000,5359774,Ireland,7.3,17000
Tsotsi,2005,3000000,2912363,UK,7.3,0
Chasing Amy,1997,250000,12006514,USA,7.3,0
Closer,2004,27000000,33987757,USA,7.3,12000
Imaginary Heroes,2004,4000000,228524,USA,7.3,345
Megamind,2010,130000000,148337537,USA,7.3,13000
Blue Jasmine,2013,18000000,33404871,USA,7.3,36000
American Sniper,2014,58800000,350123553,USA,7.3,112000
Enter the Void,2009,13000000,336467,France,7.3,23000
"Lovely, Still",2008,5000000,124720,USA,7.3,777
Beasts of the Southern Wild,2012,1800000,12784397,USA,7.3,31000
Star Trek IV: The Voyage Home,1986,25000000,109713132,USA,7.3,0
Twin Falls Idaho,1999,500000,985341,USA,7.3,180
L'auberge espagnole,2002,5300000,3895664,France,7.3,0
Mean Creek,2004,500000,603943,USA,7.3,1000
Mongol: The Rise of Genghis Khan,2007,20000000,5701643,Russia,7.3,0
The Place Beyond the Pines,2012,15000000,21383298,USA,7.3,47000
RocknRolla,2008,18000000,5694401,UK,7.3,12000
Winnie the Pooh,2011,30000000,26687172,USA,7.3,0
Shaolin Soccer,2001,10000000,488872,Hong Kong,7.3,0
The Young Victoria,2009,35000000,10991381,UK,7.3,0
The Secret Life of Walter Mitty,2013,90000000,58229120,USA,7.3,70000
Fast Five,2011,125000000,209805005,USA,7.3,54000
Gosford Park,2001,19800000,41300105,UK,7.3,0
The Road,2009,25000000,56692,USA,7.3,32000
The Spanish Prisoner,1997,10000000,10200000,USA,7.3,578
