title,budget,runtime,revenue,vote_average,vote_count,year,country
The Taking of Pelham 1 2 3,100000000,106.0,150166126,6.2,954,2009,US
Phenomenon,32000000,123.0,152036382,6.2,323,1996,US
Insurgent,110000000,119.0,295238201,6.2,3829,2015,US
The Wedding Date,15000000,88.0,47175038,6.2,230,2005,US
Vacation,31000000,99.0,104384188,6.2,1195,2015,US
Edge of Darkness,80000000,117.0,74901339,6.2,487,2010,GB
Transporter 2,32000000,87.0,85167639,6.2,1061,2005,FR
Arachnophobia,31000000,103.0,53208180,6.2,433,1990,US
How the Grinch Stole Christmas,123000000,104.0,345141403,6.2,1386,2000,DE
The Day After Tomorrow,125000000,124.0,544272402,6.2,2392,2004,US
The Perfect Storm,120000000,130.0,325756637,6.2,597,2000,US
Beneath the Planet of the Apes,3000000,95.0,18999718,6.2,361,1970,US
The Messenger: The Story of Joan of Arc,60000000,148.0,66976317,6.2,367,1999,FR
The Faculty,15000000,104.0,40283321,6.2,492,1998,US
Repo Men,32000000,111.0,18409891,6.2,620,2010,CA
Drumline,20000000,118.0,57588485,6.2,116,2002,US
Brooklyn's Finest,17000000,133.0,29536299,6.2,293,2009,US
Goosebumps,58000000,103.0,158162788,6.2,995,2015,AU
Riddick,38000000,119.0,98337295,6.2,2035,2013,US
The Perfect Host,0,93.0,14870,6.2,135,2010,US
Monsters,500000,94.0,4242978,6.2,587,2010,GB
The Family Stone,0,103.0,0,6.2,249,2005,US
Underworld: Rise of the Lycans,35000000,92.0,91353501,6.2,1428,2009,US
Prince of Persia: The Sands of Time,150000000,116.0,335154643,6.2,2317,2010,US
Secret in Their Eyes,19500000,111.0,34854990,6.2,336,2015,ES
Neighbors,18000000,96.0,268157400,6.2,2713,2014,US
Enough,38000000,114.0,51801187,6.2,264,2002,US
What's Your Number?,20000000,106.0,30426096,6.2,671,2011,US
Take Me Home Tonight,19000000,97.0,6928068,6.2,208,2011,US
The Crazies,20000000,101.0,54956140,6.2,633,2010,US
Dinosaur,127500000,82.0,354248063,6.2,542,2000,US
Curious George,50000000,86.0,69834815,6.2,106,2006,US
Be Kind Rewind,0,102.0,0,6.2,424,2008,US
City of Ember,55000000,90.0,17869048,6.2,605,2008,US
Robin Hood,200000000,140.0,310669540,6.2,1398,2010,GB
Men in Black 3,225000000,106.0,624026776,6.2,4160,2012,US
Star Trek: The Motion Picture,35000000,132.0,139000000,6.2,530,1979,US
Austin Powers: The Spy Who Shagged Me,33000000,95.0,310940086,6.2,1011,1999,US
Central Intelligence,50000000,107.0,216972543,6.2,1650,2016,US
A Dangerous Method,15000000,99.0,27462041,6.2,571,2011,CH
Pink Flamingos,12000,93.0,6000000,6.2,110,1972,US
Orgazmo,1000000,94.0,0,6.2,115,1997,JP
Tomorrowland,190000000,130.0,209154322,6.2,2846,2015,US
The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,113.0,415686217,6.2,1514,2010,US
Waiting...,3000000,94.0,18637690,6.2,237,2005,US
Salt,110000000,100.0,293329073,6.2,2093,2010,US
Wasabi,15300000,94.0,0,6.2,283,2001,JP
War of the Worlds,132000000,116.0,591739379,6.2,2322,2005,US
Ninja Assassin,40000000,99.0,60462347,6.2,371,2009,DE
The Immigrant,16000000,117.0,5867686,6.2,250,2013,US
Shanghai Noon,55000000,110.0,56932305,6.2,735,2000,HK
A Lonely Place to Die,4000000,99.0,25345000,6.2,157,2011,GB
Alien³,50000000,114.0,159773545,6.2,1633,1992,GB
Femme Fatale,35000000,114.0,16838910,6.2,142,2002,CH
Hackers,20000000,107.0,7563728,6.2,398,1995,US
Session 9,1500000,100.0,373967,6.2,251,2001,US
Instinct,80000000,126.0,0,6.2,146,1999,US
Gremlins 2: The New Batch,50000000,106.0,41482207,6.2,652,1990,US
X-Men Origins: Wolverine,150000000,107.0,373062864,6.2,4021,2009,US
Madagascar: Escape 2 Africa,150000000,89.0,603900354,6.2,1810,2008,US
Premium Rush,35000000,91.0,31083599,6.2,832,2012,US
Muppets Most Wanted,50000000,112.0,80383290,6.2,316,2014,US
Anything Else,0,108.0,0,6.2,149,2003,GB
Midnight Special,18000000,112.0,6212282,6.2,694,2016,US
Blade II,54000000,117.0,155010032,6.2,1528,2002,DE
Hancock,150000000,92.0,624029371,6.2,2961,2008,US
Music and Lyrics,40000000,96.0,145896422,6.2,554,2007,US
A Perfect Getaway,14000000,98.0,22852638,6.2,351,2009,US
The Iron Lady,13000000,105.0,114956699,6.2,527,2011,FR
Bend It Like Beckham,3500159,112.0,76578641,6.2,578,2002,IN
How to Lose Friends & Alienate People,27000000,110.0,17286299,6.2,244,2008,GB
The Lost World: Jurassic Park,73000000,129.0,229074524,6.2,2487,1997,US
Code 46,7500000,92.0,0,6.2,116,2003,GB
Due Date,65000000,95.0,211780824,6.2,1685,2010,US
Albert Nobbs,8000000,113.0,5634828,6.2,132,2011,GB
2 Fast 2 Furious,76000000,107.0,236350661,6.2,2028,2003,US
Lifeforce,25000000,116.0,0,6.2,135,1985,GB
The Conspirator,25000000,122.0,15478800,6.2,137,2010,US
Brokedown Palace,25000000,100.0,13000000,6.2,111,1999,US
Taking Woodstock,0,120.0,0,6.2,127,2009,US
Olympus Has Fallen,70000000,120.0,161025640,6.2,2981,2013,US
Courage Under Fire,46000000,117.0,100860818,6.2,232,1996,US
Once Upon a Time in Mexico,29000000,102.0,98185582,6.2,594,2003,US
Double Jeopardy,70000000,105.0,177841558,6.2,278,1999,CA
Ironclad,25000000,121.0,0,6.2,227,2011,GB
The Manchurian Candidate,80000000,129.0,96105964,6.2,393,2004,US
He's Just Not That Into You,40000000,129.0,177259441,6.2,959,2009,NL
The Longest Yard,82000000,113.0,190320568,6.2,785,2005,US
The Whole Nine Yards,41300000,98.0,106371651,6.2,531,2000,CA
Harold & Kumar Escape from Guantanamo Bay,12000000,107.0,43493123,6.2,497,2008,US
The Hangover Part II,80000000,102.0,254455986,6.2,3739,2011,US
Octopussy,27500000,131.0,187500000,6.2,527,1983,GB
High School Musical 3: Senior Year,0,116.0,0,6.2,821,2008,US
Knocked Up,30000000,129.0,219076518,6.2,1214,2007,US
Twilight Zone: The Movie,10000000,101.0,29450919,6.2,161,1983,US
Savages,45000000,131.0,82966152,6.2,766,2012,US
"Run, Fatboy, Run",10000000,100.0,33000000,6.2,238,2007,GB
Very Bad Things,30000000,100.0,9898412,6.2,179,1998,US
The Matador,10000000,96.0,17297244,6.2,136,2005,DE
16 Blocks,55000000,105.0,65664721,6.2,661,2006,US
Heavy Metal,9300000,90.0,0,6.2,148,1981,CA
Dracula Untold,70000000,92.0,215529201,6.2,2389,2014,US
Pete's Dragon,65000000,102.0,143695338,6.2,679,2016,US
The Village,60000000,108.0,256697520,6.2,1071,2004,US
Talladega Nights: The Ballad of Ricky Bobby,72500000,116.0,162966177,6.2,491,2006,US
Rendition,27500000,120.0,24748670,6.2,205,2007,US
Insidious: Chapter 3,10000000,97.0,104303851,6.2,983,2015,CA
Red Eye,26000000,85.0,57891803,6.2,455,2005,US
Ted 2,68000000,115.0,217022588,6.2,2463,2015,US
Hostage,52000000,113.0,77944725,6.2,512,2005,DE
A Walk Among the Tombstones,28000000,113.0,53181600,6.2,1131,2014,US
The 40 Year Old Virgin,26000000,116.0,109449237,6.2,1983,2005,US
Don Juan DeMarco,25000000,97.0,22200000,6.2,183,1994,US
The Losers,25000000,97.0,23580000,6.2,515,2010,US
Kiss the Girls,27000000,115.0,60527873,6.2,345,1997,US
Vantage Point,40000000,90.0,151161491,6.2,716,2008,US
Man on a Ledge,42000000,102.0,46221189,6.2,925,2012,US
Bandits,75000000,123.0,67631903,6.2,302,2001,US
It's Complicated,85000000,121.0,219103655,6.2,360,2009,US
Black Rain,30000000,125.0,45892212,6.2,243,1989,US
Contagion,60000000,106.0,137551594,6.2,1325,2011,US
The Other Woman,40000000,109.0,196781193,6.2,1437,2014,US
Delivery Man,26000000,105.0,51164106,6.2,551,2013,US
Air Force One,85000000,124.0,315156409,6.2,840,1997,DE
My Big Fat Greek Wedding,5000000,95.0,368744044,6.2,671,2002,CA
Ladder 49,60000000,115.0,74541707,6.2,207,2004,US
The Interpreter,80000000,128.0,162944923,6.2,392,2005,FR
Small Soldiers,40000000,110.0,54682547,6.2,511,1998,US
I Heart Huckabees,22000000,106.0,0,6.2,239,2004,DE
30 Days of Night,30000000,113.0,75505973,6.2,767,2007,NZ
The Astronaut Farmer,13000000,104.0,11130889,6.2,123,2006,US
The Living Daylights,40000000,130.0,191185897,6.2,440,1987,GB
Barbershop,12000000,102.0,75781642,6.2,137,2002,US
Drag Me to Hell,30000000,99.0,90810892,6.2,966,2009,US
Stake Land,650000,98.0,33245,6.2,285,2010,US
Ice Age: Continental Drift,95000000,88.0,877244782,6.2,2672,2012,US
The Shallows,17000000,86.0,119100758,6.2,1567,2016,US
Porky's,4000000,94.0,125728258,6.1,183,1981,US
Saw III,10000000,108.0,163876815,6.1,1071,2006,US
Idle Hands,25000000,92.0,4152230,6.1,182,1999,US
Rush Hour 3,140000000,91.0,258022233,6.1,783,2007,US
Splash,8000000,111.0,69821334,6.1,321,1984,US
Legally Blonde,18000000,96.0,141774679,6.1,882,2001,US
That Awkward Moment,8000000,94.0,26049082,6.1,1004,2014,US
Need for Speed,66000000,130.0,203277636,6.1,1520,2014,PH
The Good Girl,8000000,93.0,16856124,6.1,181,2002,NL
Soldier,75000000,99.0,14567883,6.1,221,1998,US
Transformers: Dark of the Moon,195000000,154.0,1123746996,6.1,3299,2011,US
The Purge: Election Year,10000000,105.0,118587880,6.1,1306,2016,FR
Star Trek: Nemesis,60000000,117.0,67312826,6.1,479,2002,US
Jeepers Creepers,10000000,90.0,59217789,6.1,720,2001,DE
Killer Elite,66000000,116.0,57777106,6.1,695,2011,AU
The Expendables 2,100000000,103.0,312573423,6.1,2896,2012,US
CJ7,0,86.0,47301471,6.1,107,2008,HK
Hands of Stone,20000000,105.0,0,6.1,109,2016,PA
The Frozen Ground,27220000,105.0,5496951,6.1,465,2013,US
John Carter,260000000,132.0,284139100,6.1,2124,2012,US
"Jeff, Who Lives at Home",10000000,83.0,4417580,6.1,217,2011,US
Adore,16000000,100.0,318982,6.1,291,2013,FR
The Other Guys,100000000,107.0,170432927,6.1,1383,2010,US
Quantum of Solace,200000000,106.0,586090727,6.1,2965,2008,GB
A Cinderella Story,19000000,95.0,70067909,6.1,713,2004,CA
The Joneses,10000000,96.0,7022728,6.1,210,2009,US
The Expendables 3,90000000,127.0,206172544,6.1,1795,2014,FR
Gone in Sixty Seconds,90000000,118.0,237202299,6.1,1485,2000,US
Kung Pow: Enter the Fist,0,81.0,0,6.1,159,2002,HK
The Jackal,60000000,124.0,159330280,6.1,527,1997,US
A Civil Action,70000000,115.0,56702901,6.1,109,1998,US
Can't Hardly Wait,10000000,100.0,25605015,6.1,122,1998,US
Feast,0,95.0,658573,6.1,160,2005,US
300: Rise of an Empire,110000000,102.0,337580051,6.1,2397,2014,US
Underworld: Awakening,70000000,88.0,160112671,6.1,1862,2012,US
"Me, Myself & Irene",51000000,116.0,149270999,6.1,927,2000,US
What Women Want,70000000,127.0,374111707,6.1,992,2000,US
U-571,62000000,116.0,127666415,6.1,340,2000,FR
Dead Snow,800000,91.0,1984662,6.1,311,2009,NO
From Paris with Love,52000000,92.0,52826594,6.1,675,2010,GB
Paper Towns,12000000,109.0,85512300,6.1,1937,2015,US
Escobar: Paradise Lost,17000000,120.0,3758328,6.1,271,2014,BE
High School Musical 2,0,104.0,7000000,6.1,843,2007,US
Grave Encounters,1000000,92.0,0,6.1,381,2011,CA
The Twilight Saga: Breaking Dawn - Part 2,120000000,115.0,829000000,6.1,2553,2012,US
The Incredible Hulk,150000000,114.0,163712074,6.1,3021,2008,US
Tango & Cash,55000000,104.0,63408614,6.1,458,1989,US
The General's Daughter,60000000,116.0,149705852,6.1,205,1999,DE
Jackass: The Movie,5000000,87.0,64282312,6.1,345,2002,US
Flightplan,55000000,98.0,223387299,6.1,772,2005,US
Zathura: A Space Adventure,65000000,101.0,64321501,6.1,779,2005,US
Turbo,135000000,96.0,282570682,6.1,1074,2013,US
Meet the Fockers,80000000,115.0,516642939,6.1,1373,2004,US
Open Season,85000000,83.0,197309027,6.1,656,2006,US
Astro Boy,65000000,94.0,44091067,6.1,409,2009,HK
Last Action Hero,85000000,130.0,137298489,6.1,712,1993,US
The Woman in Black,17000000,95.0,127730736,6.1,1206,2012,CA
The Fast and the Furious: Tokyo Drift,85000000,104.0,158468292,6.1,1705,2006,JP
Night at the Museum: Secret of the Tomb,127000000,97.0,349424282,6.1,1851,2014,GB
Conquest of the Planet of the Apes,1700000,88.0,9700000,6.1,236,1972,US
Twister,92000000,113.0,494471524,6.1,950,1996,US
Rachel Getting Married,0,113.0,0,6.1,163,2008,US
Magic Mike,7000000,110.0,167221571,6.1,1040,2012,US
The Big Hit,13000000,91.0,27007143,6.1,109,1998,US
The Internship,58000000,119.0,44000000,6.1,1658,2013,US
Elizabethtown,57000000,123.0,52034889,6.1,327,2005,US
Birthday Girl,13000000,93.0,0,6.1,103,2001,GB
"As Above, So Below",5000000,93.0,40100000,6.1,766,2014,US
Ramona and Beezus,0,103.0,0,6.1,245,2010,US
Cliffhanger,70000000,112.0,255000211,6.1,588,1993,FR
Flashdance,4000000,95.0,92921203,6.1,302,1983,US
The Postman,80000000,177.0,17626234,6.1,299,1997,US
K-19: The Widowmaker,100000000,138.0,35168966,6.1,264,2002,CA
Dragonfly,60000000,104.0,52322400,6.1,204,2002,DE
Arbitrage,12000000,100.0,35485056,6.1,294,2012,US
Batman,1377800,105.0,0,6.1,203,1966,US
Cyrus,7000000,91.0,0,6.1,133,2010,US
Mars Attacks!,70000000,106.0,101371017,6.1,1509,1996,US
Killing Zoe,1500000,96.0,418961,6.1,111,1993,FR
Swordfish,102000000,99.0,147080413,6.1,932,2001,AU
The Hills Have Eyes,15000000,107.0,69623713,6.1,705,2006,FR
High School Musical,4200000,98.0,0,6.1,1000,2006,US
Blue Streak,65000000,93.0,117758500,6.1,352,1999,DE
Scream 2,24000000,120.0,172363301,6.1,840,1997,US
The Interview,44000000,112.0,12342632,6.1,2304,2014,US
Out of Time,50000000,105.0,55495563,6.1,298,2003,US
Derailed,22000000,108.0,57479076,6.1,319,2005,GB
Ride Along,25000000,99.0,153997819,6.1,853,2014,US
Taken 2,45000000,91.0,376141306,6.1,2757,2012,FR
Horrible Bosses 2,42000000,108.0,107670357,6.1,1536,2014,US
Bridget Jones: The Edge of Reason,50000000,108.0,40203020,6.1,750,2004,FR
The Bodyguard,25000000,129.0,411006740,6.1,661,1992,US
8MM,40000000,123.0,96618699,6.1,474,1999,US
W.,25100000,131.0,29506464,6.1,143,2008,US
The Producers,45000000,134.0,38058335,6.1,151,2005,US
American Reunion,50000000,113.0,234989584,6.1,1611,2012,US
Scream 4,40000000,111.0,97138686,6.1,902,2011,US
Chasing Liberty,23000000,111.0,12,6.1,152,2004,GB
Zack and Miri Make a Porno,24000000,102.0,42105111,6.1,721,2008,US
The Punisher,33000000,124.0,54700105,6.1,766,2004,DE
Beverly Hills Cop II,20000000,100.0,299965036,6.1,613,1987,US
Child 44,50000000,137.0,3324330,6.1,547,2015,GB
27 Dresses,30000000,111.0,160259319,6.1,978,2008,US
Faster,24000000,98.0,23081726,6.1,568,2010,US
Blood Work,50000000,110.0,26199517,6.1,206,2002,US
The Raven,26000000,111.0,29657751,6.1,426,2012,HU
Taken 3,48000000,109.0,325771424,6.1,2200,2014,FR
Ride Along 2,40000000,102.0,124827316,6.1,555,2016,US
No Reservations,28000000,104.0,92601050,6.1,327,2007,AU
The Replacements,0,118.0,0,6.1,203,2000,US
Resident Evil: Apocalypse,45000000,94.0,129394835,6.1,1267,2004,GB
Zoolander,28000000,89.0,60780981,6.1,1337,2001,DE
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,81.0,100654149,6.1,493,2014,US
Undisputed,20000000,96.0,12398628,6.1,139,2002,US
Miss Congeniality,45000000,111.0,212000000,6.1,961,2000,US
The River Wild,45000000,111.0,0,6.1,210,1994,US
High Crimes,42000000,115.0,63781810,6.1,184,2002,US
Big Daddy,34200000,93.0,234801895,6.1,875,1999,US
Mr. Bean's Holiday,25000000,90.0,229736344,6.1,663,2007,GB
Contraband,25000000,109.0,63100000,6.1,770,2012,US
The Mothman Prophecies,32000000,119.0,55157539,6.1,305,2002,US
Along Came a Spider,60000000,104.0,105178561,6.1,400,2001,CA
Case 39,27000000,109.0,29000000,6.1,563,2009,CA
Resident Evil: Extinction,45000000,94.0,148412065,6.1,1292,2007,AU
The Black Hole,20000000,98.0,35841901,6.1,131,1979,US
17 Again,20000000,102.0,136267476,6.1,1350,2009,US
Hide and Seek,25000000,101.0,122644820,6.1,440,2005,US
Flash Gordon,35000000,111.0,27107960,6.1,233,1980,US
Morning Glory,40000000,102.0,58785180,6.1,412,2010,US
Return to Never Land,20000000,72.0,109862682,6.1,290,2002,AU
Impostor,40000000,102.0,0,6.1,135,2001,US
Ace Ventura: When Nature Calls,30000000,90.0,212385533,6.1,1099,1995,US
No Strings Attached,25000000,107.0,147780440,6.1,1331,2011,US
Cellular,25000000,94.0,56422687,6.1,537,2004,DE
Pain & Gain,25000000,130.0,86175291,6.1,1573,2013,US
Lions for Lambs,35000000,92.0,63215872,6.0,216,2007,US
Made of Honor,40000000,101.0,84601681,6.0,394,2008,GB
Keanu,15000000,94.0,20566327,6.0,421,2016,US
Promised Land,15000000,106.0,8138788,6.0,243,2012,AE
The November Man,15000000,108.0,32556119,6.0,639,2014,GB
Raise Your Voice,15000000,103.0,14867514,6.0,211,2004,US
Mercury Rising,60000000,111.0,0,6.0,368,1998,US
Ong Bak 2,8500000,98.0,8936663,6.0,152,2008,TH
3 Days to Kill,28000000,113.0,52597999,6.0,883,2014,FR
The Midnight Meat Train,15000000,98.0,3533227,6.0,290,2008,US
The Mummy Returns,98000000,130.0,433013274,6.0,2206,2001,US
Friday the 13th Part 2,1250000,87.0,21722776,6.0,315,1981,US
Domino,50000000,127.0,22944502,6.0,444,2005,FR
The Replacement Killers,30000000,87.0,19204929,6.0,127,1998,US
Wimbledon,31000000,98.0,41512007,6.0,293,2004,FR
Predators,40000000,107.0,126248813,6.0,1206,2010,US
American Wedding,55000000,103.0,231449203,6.0,1129,2003,US
J. Edgar,35000000,137.0,84606030,6.0,741,2011,US
The House of the Devil,0,95.0,0,6.0,197,2009,US
Mirrors,35000000,110.0,72436439,6.0,485,2008,RO
Walking Tall,56000000,86.0,57223890,6.0,381,2004,US
Shrek Forever After,165000000,93.0,752600867,6.0,1959,2010,US
After the Sunset,60000000,97.0,61347797,6.0,226,2004,US
Somewhere,8000000,98.0,0,6.0,208,2010,US
Private Benjamin,0,109.0,0,6.0,102,1980,US
Mama,15000000,100.0,146497771,6.0,1401,2013,ES
Bad Grandpa,15000000,92.0,151831537,6.0,680,2013,US
Murder by Numbers,50000000,120.0,56714147,6.0,268,2002,US
Nanny McPhee and the Big Bang,35000000,109.0,93246388,6.0,436,2010,US
Mean Machine,0,99.0,0,6.0,157,2001,GB
Assassins,50000000,132.0,30303072,6.0,387,1995,FR
House of 1000 Corpses,7000000,89.0,16829545,6.0,306,2003,US
Inkheart,60000000,106.0,57490374,6.0,592,2008,DE
Shrek the Third,160000000,93.0,798958165,6.0,2278,2007,US
Underdogs,22000000,106.0,24000000,6.0,122,2013,AR
Grudge Match,40000000,113.0,44907260,6.0,433,2013,US
Hannibal Rising,50000000,121.0,82169884,6.0,654,2007,GB
The Host,44000000,125.0,63327201,6.0,1817,2013,US
Winter's Tale,60000000,118.0,30800231,6.0,487,2014,US
The International,50000000,118.0,60161391,6.0,368,2009,DE
Arthur and the Invisibles,86000000,94.0,107944236,6.0,639,2006,FR
Flushed Away,149000000,85.0,64459316,6.0,874,2006,GB
28 Days,43000000,103.0,0,6.0,208,2000,US
A View to a Kill,30000000,131.0,152427960,6.0,506,1985,FR
War,25000000,103.0,40452643,6.0,414,2007,US
Proof of Life,65000000,135.0,0,6.0,208,2000,US
The Bad Lieutenant: Port of Call - New Orleans,25000000,122.0,10589102,6.0,326,2009,US
Death Race,45000000,105.0,73762516,6.0,1175,2008,GB
Choke,3000000,92.0,3830137,6.0,127,2008,US
My Blueberry Nights,10000000,111.0,21786738,6.0,190,2007,CN
Celebrity,0,113.0,0,6.0,111,1998,US
Annie,65000000,119.0,133821816,6.0,466,2014,US
Johnny English,40000000,88.0,160583018,6.0,852,2003,FR
The 33,25000000,120.0,24902723,6.0,378,2015,US
The Kid,65000000,104.0,69700000,6.0,238,2000,US
Heaven is for Real,12000000,99.0,101332962,6.0,229,2014,US
The Princess Diaries 2: Royal Engagement,40000000,113.0,95149435,6.0,697,2004,US
Romeo Must Die,25000000,115.0,91036760,6.0,330,2000,US
Reign of Fire,60000000,101.0,43061982,6.0,669,2002,IE
Entrapment,66000000,112.0,212404396,6.0,602,1999,GB
Saw VI,11000000,90.0,68233629,6.0,722,2009,AU
The Huntsman: Winter's War,115000000,114.0,164602163,6.0,1523,2016,US
Going the Distance,32000000,102.0,42045846,6.0,262,2010,US
San Andreas,110000000,114.0,470490832,6.0,2968,2015,CA
Tomorrow Never Dies,110000000,119.0,333011068,6.0,925,1997,GB
Wolf,0,125.0,0,6.0,216,1994,US
The Siege,70000000,116.0,116672912,6.0,352,1998,US
Wrong Turn,12600000,84.0,28650575,6.0,635,2003,DE
Blood Ties,25500000,128.0,2415472,6.0,171,2013,FR
Rock of Ages,75000000,123.0,59418613,6.0,385,2012,US
The Purge,3000000,86.0,89328627,6.0,2428,2013,FR
Deep Rising,45000000,106.0,11203026,6.0,154,1998,CA
Takers,32000000,107.0,69055695,6.0,394,2010,US
The Bourne Legacy,130000000,120.0,276572938,6.0,2651,2012,US
Hannah Montana: The Movie,35000000,102.0,155545279,6.0,449,2009,US
Grown Ups,80000000,102.0,271430189,6.0,1705,2010,US
Here Comes the Boom,0,105.0,73100172,6.0,593,2012,US
Men in Black II,140000000,88.0,441818803,6.0,3114,2002,US
A Thousand Words,40000000,91.0,22044277,6.0,373,2012,US
The Sisterhood of the Traveling Pants 2,27000000,117.0,44352417,6.0,238,2008,US
Diary of a Wimpy Kid: Dog Days,22000000,94.0,77112176,6.0,223,2012,US
The World Is Not Enough,135000000,128.0,361832400,6.0,862,1999,GB
Under the Skin,13300000,108.0,5380251,6.0,1102,2014,GB
Freaky Friday,26000000,97.0,110230332,6.0,879,2003,US
Circle,0,87.0,0,6.0,333,2015,US
Our Kind of Traitor,0,108.0,9930095,6.0,160,2016,FR
The Informant!,22000000,108.0,35424826,6.0,301,2009,US
About Last Night,12500000,100.0,49002684,6.0,210,2014,US
Casper,50000000,100.0,287928194,6.0,1019,1995,US
The BFG,140000000,120.0,183345589,6.0,1000,2016,IN
The Game Plan,22000000,110.0,147880543,6.0,428,2007,US
Antz,60000000,83.0,171757863,6.0,1272,1998,US
Rat Race,48000000,112.0,85498534,6.0,518,2001,CA
Babe,30000000,89.0,254134910,6.0,733,1995,AU
Kate & Leopold,0,118.0,0,6.0,418,2001,US
The Killer Inside Me,13000000,109.0,0,6.0,173,2010,US
Stigmata,29000000,103.0,50041732,6.0,242,1999,US
Someone Like You...,23000000,97.0,0,6.0,118,2001,US
Johnny English Reborn,45000000,101.0,160078586,6.0,1007,2011,GB
The Tourist,100000000,103.0,278731369,6.0,1699,2010,GB
Percy Jackson & the Olympians: The Lightning Thief,95000000,118.0,226497209,6.0,2010,2010,CA
American Pie 2,30000000,108.0,287553595,6.0,1344,2001,US
Don't Say a Word,50000000,113.0,100020092,6.0,220,2001,AU
The Expendables,80000000,103.0,274470394,6.0,2926,2010,US
You Again,20000000,105.0,32005248,6.0,368,2010,US
The Hunted,55000000,94.0,34234008,6.0,189,2003,US
Anchorman 2: The Legend Continues,50000000,119.0,173649015,6.0,923,2013,US
The Weather Man,20000000,101.0,12482775,6.0,289,2005,DE
Sex Drive,19000000,109.0,18755936,6.0,342,2008,US
Sweet Home Alabama,30000000,108.0,180622424,6.0,394,2002,US
The Amityville Horror,19000000,90.0,108047131,6.0,588,2005,US
Monsters vs Aliens,175000000,94.0,381509870,6.0,1423,2009,US
Honey,18000000,94.0,62646763,6.0,303,2003,US
Land of the Dead,15000000,93.0,46770602,6.0,381,2005,CA
The Invention of Lying,18500000,100.0,31912793,6.0,518,2009,US
TMNT,34000000,90.0,95608995,6.0,345,2007,US
Kill List,500000,95.0,171760,6.0,210,2011,GB
Cheaper by the Dozen,40000000,98.0,190212113,6.0,699,2003,US
Fright Night,17000000,106.0,24922237,6.0,603,2011,GB
Grabbers,0,94.0,0,6.0,140,2012,IE
The Cell,33000000,107.0,104155843,6.0,436,2000,DE
Rock Star,57000000,105.0,16991902,6.0,190,2001,US
A Very Harold & Kumar Christmas,19000000,108.0,35387212,6.0,328,2011,US
Beastly,17000000,86.0,43165571,6.0,849,2011,US
Drinking Buddies,0,90.0,343341,6.0,356,2013,US
The Ladykillers,0,104.0,0,6.0,415,2004,US
Get Smart,80000000,110.0,230685453,6.0,1051,2008,CA
Robots,75000000,91.0,260696994,6.0,1333,2005,US
G.I. Jane,50000000,125.0,48169156,6.0,395,1997,US
Click,82500000,107.0,237681299,6.0,2104,2006,US
Everything Must Go,5000000,97.0,2614773,6.0,208,2010,US
Shanghai Knights,50000000,115.0,88323487,6.0,692,2003,HK
Behind Enemy Lines,40000000,106.0,91753202,6.0,457,2001,US
Sydney White,16500000,108.0,13620075,6.0,236,2007,US
Assault on Precinct 13,30000000,109.0,35294470,6.0,311,2005,US
Varsity Blues,0,106.0,0,6.0,122,1999,US
Bowfinger,55000000,97.0,0,6.0,254,1999,US
Maniac,6000000,89.0,31081,6.0,316,2012,FR
Red Lights,14000000,119.0,13551174,6.0,376,2012,ES
Rampage,0,85.0,0,6.0,131,2009,CA
Daybreakers,20000000,98.0,51416464,6.0,634,2009,US
Monte Carlo,20000000,109.0,17425000,6.0,593,2011,HU
The Visit,5000000,94.0,98450062,6.0,1360,2015,US
Transformers: Revenge of the Fallen,150000000,150.0,836297228,6.0,3138,2009,US
Hot Tub Time Machine,36000000,101.0,64572262,6.0,894,2010,US
Vertical Limit,75000000,124.0,215663859,5.9,283,2000,NZ
Peggy Sue Got Married,18000000,103.0,41382841,5.9,136,1986,US
Blades of Glory,53000000,93.0,0,5.9,569,2007,US
Dick Tracy,47000000,103.0,103738726,5.9,251,1990,US
The Waterboy,23000000,90.0,185991646,5.9,512,1998,US
Jack Ryan: Shadow Recruit,60000000,105.0,50549107,5.9,1173,2014,RU
Death to Smoochy,55000000,109.0,0,5.9,132,2002,DE
Jumper,85000000,88.0,222231186,5.9,1799,2008,CA
Terminator Salvation,200000000,115.0,371353001,5.9,2463,2009,DE
The Libertine,0,114.0,0,5.9,128,2004,GB
Fun with Dick and Jane,100000000,90.0,202026112,5.9,627,2005,US
The Boondock Saints II: All Saints Day,8000000,118.0,10629321,5.9,261,2009,US
The 51st State,28,93.0,14,5.9,173,2001,CA
Paycheck,60000000,119.0,96269812,5.9,581,2003,CA
Death Race 2000,300000,80.0,8000000,5.9,124,1975,US
Sucker Punch,82000000,110.0,89792502,5.9,1623,2011,US
Duplex,40000000,89.0,19322135,5.9,482,2003,DE
Days of Thunder,60000000,107.0,157920733,5.9,353,1990,US
Bride Wars,30000000,89.0,114663461,5.9,856,2009,US
The Angry Birds Movie,73000000,97.0,349779543,5.9,1022,2016,FI
Youth in Revolt,18000000,87.0,0,5.9,319,2009,US
Chloe,15000000,96.0,8459458,5.9,498,2009,FR
Mystic Pizza,0,104.0,0,5.9,123,1988,US
The Change-Up,52000000,112.0,75450437,5.9,736,2011,US
Two Weeks Notice,60000000,101.0,93354918,5.9,487,2002,AU
